,adult,belongs_to_collection,budget,genres,homepage,id,imdbId,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
18197,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,29879,tt0016029,en,The Little Colonel,"After Southern belle Elizabeth Lloyd runs off to marry Yankee Jack Sherman, her father, a former Confederate colonel during the Civil War, vows to never speak to her again. Several years pass and Elizabeth returns to her home town with her husband and young daughter. The little girl charms her crusty grandfather and tries to patch things up between him and her mother.",0.522191,/l28YwVQJ8at0urkl6qet8uzc7j.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-02-22,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Little Colonel,False,6.1,7.0
18243,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,111607,tt0017540,en,What Price Glory,"U.S. Marine sergeants Quirt and Flagg are inveterate romantic rivals on peacetime assignments in China and the Philippines. In 1917, W.W. I brings them to France, where Flagg, now a captain, takes up with flirtatious Charmaine, inn-keeper's daughter. Of course, Quirt has to arrive and spoil his fun. But the harsh realities of war and the threat of a shotgun marriage give the two men a common cause...",0.285788,/yq85aCHmaf8UNt34OKIAPpB0y3k.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-11-23,0.0,116.0,[],Released,,What Price Glory,False,5.0,1.0
18245,False,,0,[],,174593,tt0005529,da,Hævnens nat,"A simple-minded circus strongman, John Sikes, has been wrongly accused of a crime committed by Wilken. On the run with his infant son, he enters an affluent house and seeks help from Ann, but is taken captive and imprisoned. Fourteen years pass. Ann has married Dr. Richard West. John, a broken man, is released early for good behaviour. He goes to find his son Robert at the orphanage, but the boy was adopted years before.",0.392619,/cWEdVUfd4bEqtnt5t9Is3J8otBs.jpg,"[{'name': 'Dansk Biograf Compagni', 'id': 88955}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",1916-09-24,0.0,100.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,,Blind Justice,False,6.7,3.0
18264,False,,0,"[{'id': 12, 'name': 'Adventure'}]",,56801,tt0006886,en,Judex,"Director Louis Feuillade won fame and critical acclaim with his early crime serials, Fantômas (1913-14) and Les Vampires (1915). These episodic films were hugely popular, but they also brought Feuillade a fair amount of criticism from the bourgeois establishment, who accused him of glorifying crime and making heroes of criminals. Feuillade’s well-meaning response to this brow-beating was another serial, the 12-part epic entitled Judex. The Plot: When his family is ruined by the unscrupulous banker Favraux, Jacques de Tremeuse resolves to bring him to justice. Adopting a disguise and the name Judex, he captures the crooked banker and takes him to his secret lair. Learning of Favraux’s dishonest ways, his daughter Jacqueline gives away his wealth when she learns of his death. This infuriates a pair of ruthless crooks, Diana Monti and Moralés, who immediately swear to take revenge on Jacqueline, and her protector, Judex.",0.457288,/igNV7mLdXiEMmtmg38f8GffBp0l.jpg,[],[],1916-12-16,0.0,300.0,[],Released,,Judex,False,7.0,4.0
18307,False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",,84505,tt0023101,en,Kongo,"From a wheelchair a handicapped white man rules an area of Africa as a living god. He rules the local natives through superstition and stage magic and he rules the few white people through sadism, keeping them virtual prisoners. He lives for the day he can avenge himself horribly on the man who stole his wife and crushed his spine. Strong and macabre stuff in a nearly forgotten horror film.",0.108541,/daYar7iskhVjSvkld4533VNlnIZ.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-10-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A white man - brutal leader of the world's last stand of the outlaw criminal!,Kongo,False,7.3,3.0
18311,False,,0,"[{'id': 18, 'name': 'Drama'}]",,58192,tt0022725,en,Broken Lullaby,"A young French soldier in World War I is overcome with guilt when he kills a German soldier who, like himself, is a musically gifted conscript, each having attended the same musical conservatory in France. The fact that the incident occurred in war does not assuage his guilt. He travels to Germany to meet the man's family.",0.504959,/5aqk7uvkslSgUjDUD6buX8iG9vr.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-01-24,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Broken Lullaby,False,6.3,6.0
18331,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,72997,tt0023486,en,Skyscraper Souls,"Skyscraper Souls is a Pre-Code 1932 drama film starring Warren William and Maureen O'Sullivan. The film was directed by Edgar Selwyn and is based upon the novel Skycraper by Faith Baldwin. The film depicts the aspirations and lives of several people in the Seacoast National Bank Building. Among them is David Dwight, the womanizing bank owner who keeps his estranged wife happy by paying her bills. His secretary Sarah wants him to get a divorce so they can marry.",0.349394,/Lo1EBHQMDLT34owuZC59YtyfSn.jpg,"[{'name': 'Cosmopolitan Productions', 'id': 1442}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-07-16,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Drama That Soars Half Way to Heaven and Reaches Half Way to Hell!,Skyscraper Souls,False,3.4,5.0
18344,False,,0,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",,72821,tt0017119,en,Mantrap,"A sexy young manicurist living with her older backwoodsman husband in a small Canadian town finds herself attracted to a young, rich and famous divorce lawyer who comes to town on vacation.",0.342271,/ydObUKluq1MfE2KAPjYOcdbF0fQ.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-07-24,0.0,86.0,[],Released,,Mantrap,False,5.0,1.0
18399,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,105548,tt0024539,en,Secrets,"Mary Pickford's final film, Secrets (1933) was a fitting swan song, offering Pickford's best performance in a talking film, in a bravura role that takes her character from flirtatious girlhood through maturity and old age.  It's a much better performance than her Oscar-winning one in her first talkie Coquette (1929), which today looks hammy and stilted.  Based on a popular 1922 Broadway play by Rudolph Besier and Mary Edginton, Secrets is the story of the marriage of Mary and John Carlton, played by Pickford and Leslie Howard.  Mary, the headstrong daughter of a New England shipping magnate, elopes to California in the 1860s with her father's employee.  The young pioneers face many hardships both on the journey west and after their arrival, as they create a life, a family and a future together.  Years later, John gets involved in politics, and some of the couple's secrets emerge, threatening the marriage and his career.",0.407266,/c3mO74ex3LxUziXkNwEk5HkZ2sl.jpg,"[{'name': 'Mary Pickford Company', 'id': 21540}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-03-16,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Secrets,False,4.0,2.0
18423,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,86081,tt0005960,en,Regeneration,"At 10 years old, Owens becomes a ragged orphan when his sainted mother dies. The Conways, who are next door neighbors, take Owen in, but the constant drinking by Jim soon puts Owen on the street. By 17, Owen learns that might is right. By 25, Owen is the leader of his own gang who spend most of their time gambling and drinking. But Marie comes into the gangster area of town and everything changes for Owen as he falls for Marie. But he cannot tell her so, so he comes to her settlement to find education and inspiration. But soon, his old way of life will rise to confront him again.",0.720077,/nsBik7qf5iOWI9BKpZn0DPMY3kk.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1915-09-12,0.0,72.0,[],Released,,Regeneration,False,7.5,6.0
18443,False,,0,"[{'id': 18, 'name': 'Drama'}]",,86457,tt0022737,en,Call Her Savage,"Sexy Texas gal storms her way through life, brawling and boozing until her luck runs out, forcing her to learn the errors of her ways.",0.384612,/h6yoI9j8tS8yn3sB7goSKjexdgv.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-11-27,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,SHE'S BACK...and greater than ever,Call Her Savage,False,3.5,2.0
18455,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,71271,tt0008891,en,The Blue Bird,"Two peasant children, Mytyl and Tyltyl, are led by Berylune, a fairy, to search for the Blue Bird of Happiness. Berylune gives Tyltyl a cap with a diamond setting, and when Tyltyl turns the diamond, the children become aware of and conversant with the souls of a Dog and Cat, as well as of Fire, Water, Bread, Light, and other presumably inanimate things. The troupe thus sets off to find the elusive Blue Bird of Happiness.",0.113705,/rdA3JmWOBGT1W5vb7C9r0pH1HPM.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1918-03-31,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Blue Bird,False,6.0,3.0
18460,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,45176,tt0021375,ru,Entuziazm (Simfoniya Donbassa),A lyrical documentary on the lives of Coal miners in the Donbass who are struggling to meet their production quotas under the Five Year Plan.,0.693172,/bcNYPI1BYfdVVmswGrPkC1ZXwab.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1931-04-02,0.0,67.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Enthusiasm,False,6.3,6.0
18490,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,52517,tt0024610,en,State Fair,"The Frake family attend the Iowa State Fair. Father Abel enters his Hampshire boar, Blue Boy, in the hog contents. Mother Melissa enters the mincemeat competition. And their children, Margy and Wayne, find love with newspaper reporter Pat Gilbert and trapeze artist Emily Joyce. But will everyone return home safe and happy or will hearts be broken?",0.246824,/qeNtyTIt9CGj9s8wZK72fakPxzE.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-02-10,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,State Fair,False,5.3,6.0
18495,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,153845,tt0019225,en,Odinnadtsatyy,"In the form in which we have each of these documentaries by Dziga Vertov, Odinnadtsatyy, commemorating the tenth anniversary of the 1917 revolution and, therefore, marking the launch of the Soviet Union’s second decade, is far more lyrical and rhythmic than A Sixth of the World (1926).",0.154625,/3di57qKzHG1AAVrDhpfmNF34YBP.jpg,[],[],1928-05-14,0.0,52.0,[],Released,,The Eleventh Year,False,7.0,4.0
18531,False,,0,"[{'id': 18, 'name': 'Drama'}]",,72338,tt0022775,en,Frisco Jenny,"Frisco Jenny was orphaned by the 1906 earthquake and fire and has become the madame of prosperous bawdy house. She puts her son up for adoption and he rises to prominence as district attorney dedicated to closing down such houses. When her underling Dutton proposes killing the DA, she kills the underling and must face execution.",0.411674,/1RI7hKDXt6vmXWRinObEhk9Jx9h.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-12-30,0.0,73.0,[],Released,,Frisco Jenny,False,5.3,4.0
18547,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,144611,tt0015039,ru,Кино-Глаз на первой разведке.,"This documentary promoting the joys of life in a Soviet village centers around the activities of the Young Pioneers. These children are constantly busy, pasting propaganda posters on walls, distributing hand bills, exhorting all to ""buy from the cooperative"" as opposed to the Public Sector, promoting temperance, and helping poor widows. Experimental portions of the film, projected in reverse, feature the un-slaughtering of a bull and the un-baking of bread.",0.150588,/fYwLkKqOXlou0amUUmpg0KCmyYc.jpg,[],[],1924-10-31,0.0,78.0,[],Released,,Kino Eye,False,7.8,4.0
18553,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,91181,tt0023582,en,Thirteen Women,"Thirteen women who were schoolmates send to a swami for their horoscopes. Little do they realize that Ursula, a half-breed Asian, is using her hypnotic powers over the swami and them to lead them or their families to their deaths. It seems that she too went to their school, but was forced to leave by their bigotry, and is exacting revenge. Will she be stopped in time to save Laura's son, Bobby?",0.519567,/qhPqBtbObZ6nhcUMrA0ppTBb4mQ.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-09-16,0.0,59.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Each One Doomed,Thirteen Women,False,5.7,6.0
18558,False,,0,[],,112485,tt0006826,en,Hoodoo Ann,"A teenage orphan (Mae Marsh) is taken in by a childless couple and quickly falls for the boy next door (Robert Harron). Director Lloyd Ingraham's 1916 silent film also stars Wilbur Higby, Loyola O'Connor and Anna Hernandez.",0.189059,/rSO91EltyRJC0JV7ruRhmVaue6O.jpg,[],[],1916-03-26,0.0,65.0,[],Released,,Hoodoo Ann,False,5.3,3.0
18591,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,96771,tt0021917,en,God's Gift To Women,"Frank Fay stars in this 1931 Warner Bros. farce as a notorious womanizer who sets his sights on pretty American tourist Laura La Plante, only to be told by his doctor that he must give up all romance for his health. Also with Joan Blondell, Louise Brooks, Charles Winninger and Alan Mowbray.",0.00211,/sKYNxlSow6BdFJPprQFINVmGUxK.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-04-13,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,God's Gift To Women,False,0.0,0.0
18595,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,81111,tt0024906,en,Born to Be Bad,"Letty, a young woman who ended up pregnant, unmarried and on the streets at fifteen is bitter and determined that her child will not grow up to be taken advantage of. Letty teaches her child to lie, steal, cheat and anything else he'll need to be street smart.",0.349978,/aqqH6migc01Hpt7QfcleUcq46qy.jpg,"[{'name': '20th Century Pictures', 'id': 4985}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-05-18,0.0,62.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Born to Be Bad,False,4.7,3.0
18597,False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",,147621,tt0004066,da,Det hemmelighedsfulde X,"One modern critic termed this classic of the Danish silent screen, “a bad story translated into moving pictures with a visual energy that still commands respect.” Directed by future Hollywood emigre Benjamin Christensen, Det Hemmelighedsfulde X told a sordid story of a navy officer (Christensen) falsely accused of being a spy and stubbornly refusing to hand over proof of his innocence in order to protect a philandering wife.",0.433975,/vsXbzjj7ksohsVwoXQvDzWpdoOF.jpg,"[{'name': 'Dansk Biograf Compagni', 'id': 88955}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",1914-03-23,0.0,84.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Mysterious X,False,6.3,4.0
18607,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,108155,tt0020114,en,The Love Trap,"A chorus girl loses her job and thus the room she owes back rent on, and ends up being rescued from the street by a dashing rich man. But his family isn't over-accepting of chorus girls joining their family.",0.003304,/m6PssjyVARa8D4iHiI28OhxidG0.jpg,"[{'name': 'Universal', 'id': 6292}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-08-04,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Love Trap,False,0.0,0.0
18664,False,,0,[],,184507,tt0016226,en,The Plastic Age,"Hugh Carver is an athletic star and a freshman at Prescott College. He falls in love with Cynthia Day, a popular girl who loves to go to parties. He finds that it is impossible to please her and still keep up with his studies and his athletic training, and soon the two face some difficult decisions.",0.071666,/71i96X1YFteYFYinEKAnEfdaV8k.jpg,[],[],1925-12-14,0.0,73.0,[],Released,,The Plastic Age,False,5.0,1.0
18676,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,46813,tt0023956,en,Don Quixote,"In Spain, in the sixteenth century, an elderly gentleman named Don Quixote has gone mad from reading too many books on chivalry...",0.100463,/paGBPnnFpFWqAAZRNG9BCJRn7L7.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1933-01-01,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Don Quixote,False,2.5,2.0
